availability_id,vendor_equipment_id,availability_date,total_quantity,reserved_quantity,available_quantity,out_of_service_quantity,availability_status,source_system,correlation_id,created_at
AVL-VEQ-02-04-20280511,VEQ-02-04,2028-05-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280511,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280512,VEQ-02-04,2028-05-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280512,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280513,VEQ-02-04,2028-05-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280513,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280514,VEQ-02-04,2028-05-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280514,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280515,VEQ-02-04,2028-05-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280515,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280516,VEQ-02-04,2028-05-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280516,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280517,VEQ-02-04,2028-05-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280517,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280518,VEQ-02-04,2028-05-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280518,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280519,VEQ-02-04,2028-05-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280519,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280520,VEQ-02-04,2028-05-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280520,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280521,VEQ-02-04,2028-05-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280521,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280522,VEQ-02-04,2028-05-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280522,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280523,VEQ-02-04,2028-05-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280523,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280524,VEQ-02-04,2028-05-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280524,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280525,VEQ-02-04,2028-05-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280525,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280526,VEQ-02-04,2028-05-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280526,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280527,VEQ-02-04,2028-05-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280527,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280528,VEQ-02-04,2028-05-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280528,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280529,VEQ-02-04,2028-05-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280529,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280530,VEQ-02-04,2028-05-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280530,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280531,VEQ-02-04,2028-05-31,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280531,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280601,VEQ-02-04,2028-06-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280601,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280602,VEQ-02-04,2028-06-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280602,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280603,VEQ-02-04,2028-06-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280603,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280604,VEQ-02-04,2028-06-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280604,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280605,VEQ-02-04,2028-06-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280605,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280606,VEQ-02-04,2028-06-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280606,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280607,VEQ-02-04,2028-06-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280607,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280608,VEQ-02-04,2028-06-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280608,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280609,VEQ-02-04,2028-06-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280609,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280610,VEQ-02-04,2028-06-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280610,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280611,VEQ-02-04,2028-06-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280611,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280612,VEQ-02-04,2028-06-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280612,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280613,VEQ-02-04,2028-06-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280613,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280614,VEQ-02-04,2028-06-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280614,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280615,VEQ-02-04,2028-06-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280615,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280616,VEQ-02-04,2028-06-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280616,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280617,VEQ-02-04,2028-06-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280617,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280618,VEQ-02-04,2028-06-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280618,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280619,VEQ-02-04,2028-06-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280619,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280620,VEQ-02-04,2028-06-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280620,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280621,VEQ-02-04,2028-06-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280621,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280622,VEQ-02-04,2028-06-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280622,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280623,VEQ-02-04,2028-06-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280623,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280624,VEQ-02-04,2028-06-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280624,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280625,VEQ-02-04,2028-06-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280625,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280626,VEQ-02-04,2028-06-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280626,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280627,VEQ-02-04,2028-06-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280627,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280628,VEQ-02-04,2028-06-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280628,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280629,VEQ-02-04,2028-06-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280629,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280630,VEQ-02-04,2028-06-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280630,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280701,VEQ-02-04,2028-07-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280701,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280702,VEQ-02-04,2028-07-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280702,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280703,VEQ-02-04,2028-07-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280703,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280704,VEQ-02-04,2028-07-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280704,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280705,VEQ-02-04,2028-07-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280705,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280706,VEQ-02-04,2028-07-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280706,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280707,VEQ-02-04,2028-07-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280707,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280708,VEQ-02-04,2028-07-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280708,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280709,VEQ-02-04,2028-07-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280709,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280710,VEQ-02-04,2028-07-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280710,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280711,VEQ-02-04,2028-07-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280711,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280712,VEQ-02-04,2028-07-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280712,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280713,VEQ-02-04,2028-07-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280713,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280714,VEQ-02-04,2028-07-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280714,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280715,VEQ-02-04,2028-07-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280715,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280716,VEQ-02-04,2028-07-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280716,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280717,VEQ-02-04,2028-07-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280717,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280718,VEQ-02-04,2028-07-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280718,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280719,VEQ-02-04,2028-07-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280719,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280720,VEQ-02-04,2028-07-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280720,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280721,VEQ-02-04,2028-07-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280721,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280722,VEQ-02-04,2028-07-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280722,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280723,VEQ-02-04,2028-07-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280723,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280724,VEQ-02-04,2028-07-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280724,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280725,VEQ-02-04,2028-07-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280725,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280726,VEQ-02-04,2028-07-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280726,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280727,VEQ-02-04,2028-07-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280727,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280728,VEQ-02-04,2028-07-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280728,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280729,VEQ-02-04,2028-07-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280729,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280730,VEQ-02-04,2028-07-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280730,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280731,VEQ-02-04,2028-07-31,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280731,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280801,VEQ-02-04,2028-08-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280801,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280802,VEQ-02-04,2028-08-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280802,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280803,VEQ-02-04,2028-08-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280803,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280804,VEQ-02-04,2028-08-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280804,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280805,VEQ-02-04,2028-08-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280805,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280806,VEQ-02-04,2028-08-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280806,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280807,VEQ-02-04,2028-08-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280807,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280808,VEQ-02-04,2028-08-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280808,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280809,VEQ-02-04,2028-08-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280809,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280810,VEQ-02-04,2028-08-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280810,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280811,VEQ-02-04,2028-08-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280811,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280812,VEQ-02-04,2028-08-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280812,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280813,VEQ-02-04,2028-08-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280813,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280814,VEQ-02-04,2028-08-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280814,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280815,VEQ-02-04,2028-08-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280815,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280816,VEQ-02-04,2028-08-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280816,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280817,VEQ-02-04,2028-08-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280817,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280818,VEQ-02-04,2028-08-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280818,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280819,VEQ-02-04,2028-08-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280819,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280820,VEQ-02-04,2028-08-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280820,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280821,VEQ-02-04,2028-08-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280821,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280822,VEQ-02-04,2028-08-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280822,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280823,VEQ-02-04,2028-08-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280823,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280824,VEQ-02-04,2028-08-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280824,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280825,VEQ-02-04,2028-08-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280825,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280826,VEQ-02-04,2028-08-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280826,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280827,VEQ-02-04,2028-08-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280827,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280828,VEQ-02-04,2028-08-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280828,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280829,VEQ-02-04,2028-08-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280829,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280830,VEQ-02-04,2028-08-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280830,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280831,VEQ-02-04,2028-08-31,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280831,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280901,VEQ-02-04,2028-09-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280901,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280902,VEQ-02-04,2028-09-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280902,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280903,VEQ-02-04,2028-09-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280903,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280904,VEQ-02-04,2028-09-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280904,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280905,VEQ-02-04,2028-09-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280905,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280906,VEQ-02-04,2028-09-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280906,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280907,VEQ-02-04,2028-09-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280907,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280908,VEQ-02-04,2028-09-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280908,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280909,VEQ-02-04,2028-09-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280909,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280910,VEQ-02-04,2028-09-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280910,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280911,VEQ-02-04,2028-09-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280911,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280912,VEQ-02-04,2028-09-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280912,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280913,VEQ-02-04,2028-09-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280913,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280914,VEQ-02-04,2028-09-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280914,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280915,VEQ-02-04,2028-09-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280915,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280916,VEQ-02-04,2028-09-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280916,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280917,VEQ-02-04,2028-09-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280917,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280918,VEQ-02-04,2028-09-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280918,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280919,VEQ-02-04,2028-09-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280919,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280920,VEQ-02-04,2028-09-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280920,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280921,VEQ-02-04,2028-09-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280921,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280922,VEQ-02-04,2028-09-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280922,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280923,VEQ-02-04,2028-09-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280923,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280924,VEQ-02-04,2028-09-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280924,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280925,VEQ-02-04,2028-09-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280925,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280926,VEQ-02-04,2028-09-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280926,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280927,VEQ-02-04,2028-09-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280927,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280928,VEQ-02-04,2028-09-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280928,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280929,VEQ-02-04,2028-09-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280929,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20280930,VEQ-02-04,2028-09-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20280930,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281001,VEQ-02-04,2028-10-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281001,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281002,VEQ-02-04,2028-10-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281002,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281003,VEQ-02-04,2028-10-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281003,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281004,VEQ-02-04,2028-10-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281004,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281005,VEQ-02-04,2028-10-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281005,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281006,VEQ-02-04,2028-10-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281006,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281007,VEQ-02-04,2028-10-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281007,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281008,VEQ-02-04,2028-10-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281008,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281009,VEQ-02-04,2028-10-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281009,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281010,VEQ-02-04,2028-10-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281010,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281011,VEQ-02-04,2028-10-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281011,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281012,VEQ-02-04,2028-10-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281012,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281013,VEQ-02-04,2028-10-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281013,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281014,VEQ-02-04,2028-10-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281014,2026-08-09T12:00:00Z
AVL-VEQ-02-04-20281015,VEQ-02-04,2028-10-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20281015,2026-08-09T12:00:00Z
