event_id,contract_id,event_type,event_timestamp,performed_by_staff_id,old_end_date,new_end_date,reason_code,notes,source_system,source_event_id,created_at,updated_at,correlation_id
RLE-000039-3,RC-2026-0039,Return,2025-08-21T12:00:00Z,STF-009,,,,Return event for RC-2026-0039,EquipmentRENTAL_LCversion,ER-2026-000039-3,2025-08-21T12:00:00Z,2025-08-21T12:00:00Z,ER-2026-000039
RLE-000040-1,RC-2026-0040,Rent,2025-07-26T12:00:00Z,STF-013,,,,Rent event for RC-2026-0040,EquipmentRENTAL_LCversion,ER-2026-000040-1,2025-07-26T12:00:00Z,2025-07-26T12:00:00Z,ER-2026-000040
RLE-000040-2,RC-2026-0040,Return Requested,2025-08-07T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0040,EquipmentRENTAL_LCversion,ER-2026-000040-2,2025-08-07T12:00:00Z,2025-08-07T12:00:00Z,ER-2026-000040
RLE-000040-3,RC-2026-0040,Return,2025-08-09T12:00:00Z,STF-013,,,,Return event for RC-2026-0040,EquipmentRENTAL_LCversion,ER-2026-000040-3,2025-08-09T12:00:00Z,2025-08-09T12:00:00Z,ER-2026-000040
RLE-000041-1,RC-2026-0041,Rent,2025-08-04T12:00:00Z,STF-001,,,,Rent event for RC-2026-0041,EquipmentRENTAL_LCversion,ER-2026-000041-1,2025-08-04T12:00:00Z,2025-08-04T12:00:00Z,ER-2026-000041
RLE-000041-2,RC-2026-0041,Return Requested,2025-08-23T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0041,EquipmentRENTAL_LCversion,ER-2026-000041-2,2025-08-23T12:00:00Z,2025-08-23T12:00:00Z,ER-2026-000041
RLE-000041-3,RC-2026-0041,Return,2025-08-25T12:00:00Z,STF-001,,,,Return event for RC-2026-0041,EquipmentRENTAL_LCversion,ER-2026-000041-3,2025-08-25T12:00:00Z,2025-08-25T12:00:00Z,ER-2026-000041
RLE-000042-1,RC-2026-0042,Rent,2025-08-13T12:00:00Z,STF-005,,,,Rent event for RC-2026-0042,EquipmentRENTAL_LCversion,ER-2026-000042-1,2025-08-13T12:00:00Z,2025-08-13T12:00:00Z,ER-2026-000042
RLE-000042-2,RC-2026-0042,Extend,2025-09-10T12:00:00Z,STF-005,2025-09-10,2025-10-01,Project Delay,Extend event for RC-2026-0042,EquipmentRENTAL_LCversion,ER-2026-000042-2,2025-09-10T12:00:00Z,2025-09-10T12:00:00Z,ER-2026-000042
RLE-000043-1,RC-2026-0043,Rent,2025-08-22T12:00:00Z,STF-009,,,,Rent event for RC-2026-0043,EquipmentRENTAL_LCversion,ER-2026-000043-1,2025-08-22T12:00:00Z,2025-08-22T12:00:00Z,ER-2026-000043
RLE-000043-2,RC-2026-0043,Return Requested,2025-09-24T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0043,EquipmentRENTAL_LCversion,ER-2026-000043-2,2025-09-24T12:00:00Z,2025-09-24T12:00:00Z,ER-2026-000043
RLE-000043-3,RC-2026-0043,Return,2025-09-26T12:00:00Z,STF-009,,,,Return event for RC-2026-0043,EquipmentRENTAL_LCversion,ER-2026-000043-3,2025-09-26T12:00:00Z,2025-09-26T12:00:00Z,ER-2026-000043
RLE-000044-1,RC-2026-0044,Rent,2025-08-31T12:00:00Z,STF-013,,,,Rent event for RC-2026-0044,EquipmentRENTAL_LCversion,ER-2026-000044-1,2025-08-31T12:00:00Z,2025-08-31T12:00:00Z,ER-2026-000044
RLE-000044-2,RC-2026-0044,Return Requested,2025-09-12T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0044,EquipmentRENTAL_LCversion,ER-2026-000044-2,2025-09-12T12:00:00Z,2025-09-12T12:00:00Z,ER-2026-000044
RLE-000044-3,RC-2026-0044,Return,2025-09-14T12:00:00Z,STF-013,,,,Return event for RC-2026-0044,EquipmentRENTAL_LCversion,ER-2026-000044-3,2025-09-14T12:00:00Z,2025-09-14T12:00:00Z,ER-2026-000044
RLE-000045-1,RC-2026-0045,Rent,2025-09-09T12:00:00Z,STF-001,,,,Rent event for RC-2026-0045,EquipmentRENTAL_LCversion,ER-2026-000045-1,2025-09-09T12:00:00Z,2025-09-09T12:00:00Z,ER-2026-000045
RLE-000045-2,RC-2026-0045,Return Requested,2025-09-28T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0045,EquipmentRENTAL_LCversion,ER-2026-000045-2,2025-09-28T12:00:00Z,2025-09-28T12:00:00Z,ER-2026-000045
RLE-000045-3,RC-2026-0045,Return,2025-09-30T12:00:00Z,STF-001,,,,Return event for RC-2026-0045,EquipmentRENTAL_LCversion,ER-2026-000045-3,2025-09-30T12:00:00Z,2025-09-30T12:00:00Z,ER-2026-000045
RLE-000046-1,RC-2026-0046,Rent,2025-09-18T12:00:00Z,STF-005,,,,Rent event for RC-2026-0046,EquipmentRENTAL_LCversion,ER-2026-000046-1,2025-09-18T12:00:00Z,2025-09-18T12:00:00Z,ER-2026-000046
RLE-000046-2,RC-2026-0046,Return Requested,2025-10-14T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0046,EquipmentRENTAL_LCversion,ER-2026-000046-2,2025-10-14T12:00:00Z,2025-10-14T12:00:00Z,ER-2026-000046
RLE-000046-3,RC-2026-0046,Return,2025-10-16T12:00:00Z,STF-005,,,,Return event for RC-2026-0046,EquipmentRENTAL_LCversion,ER-2026-000046-3,2025-10-16T12:00:00Z,2025-10-16T12:00:00Z,ER-2026-000046
RLE-000047-1,RC-2026-0047,Rent,2025-09-27T12:00:00Z,STF-009,,,,Rent event for RC-2026-0047,EquipmentRENTAL_LCversion,ER-2026-000047-1,2025-09-27T12:00:00Z,2025-09-27T12:00:00Z,ER-2026-000047
RLE-000047-2,RC-2026-0047,Return Requested,2025-10-30T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0047,EquipmentRENTAL_LCversion,ER-2026-000047-2,2025-10-30T12:00:00Z,2025-10-30T12:00:00Z,ER-2026-000047
RLE-000047-3,RC-2026-0047,Return,2025-11-01T12:00:00Z,STF-009,,,,Return event for RC-2026-0047,EquipmentRENTAL_LCversion,ER-2026-000047-3,2025-11-01T12:00:00Z,2025-11-01T12:00:00Z,ER-2026-000047
RLE-000048-1,RC-2026-0048,Rent,2025-10-06T12:00:00Z,STF-013,,,,Rent event for RC-2026-0048,EquipmentRENTAL_LCversion,ER-2026-000048-1,2025-10-06T12:00:00Z,2025-10-06T12:00:00Z,ER-2026-000048
RLE-000048-2,RC-2026-0048,Return Requested,2025-10-18T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0048,EquipmentRENTAL_LCversion,ER-2026-000048-2,2025-10-18T12:00:00Z,2025-10-18T12:00:00Z,ER-2026-000048
RLE-000048-3,RC-2026-0048,Return,2025-10-20T12:00:00Z,STF-013,,,,Return event for RC-2026-0048,EquipmentRENTAL_LCversion,ER-2026-000048-3,2025-10-20T12:00:00Z,2025-10-20T12:00:00Z,ER-2026-000048
RLE-000049-1,RC-2026-0049,Rent,2025-10-15T12:00:00Z,STF-001,,,,Rent event for RC-2026-0049,EquipmentRENTAL_LCversion,ER-2026-000049-1,2025-10-15T12:00:00Z,2025-10-15T12:00:00Z,ER-2026-000049
RLE-000049-2,RC-2026-0049,Extend,2025-11-05T12:00:00Z,STF-001,2025-11-05,2025-11-26,Project Delay,Extend event for RC-2026-0049,EquipmentRENTAL_LCversion,ER-2026-000049-2,2025-11-05T12:00:00Z,2025-11-05T12:00:00Z,ER-2026-000049
RLE-000050-1,RC-2026-0050,Rent,2025-10-24T12:00:00Z,STF-005,,,,Rent event for RC-2026-0050,EquipmentRENTAL_LCversion,ER-2026-000050-1,2025-10-24T12:00:00Z,2025-10-24T12:00:00Z,ER-2026-000050
RLE-000050-2,RC-2026-0050,Return Requested,2025-11-19T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0050,EquipmentRENTAL_LCversion,ER-2026-000050-2,2025-11-19T12:00:00Z,2025-11-19T12:00:00Z,ER-2026-000050
RLE-000050-3,RC-2026-0050,Return,2025-11-21T12:00:00Z,STF-005,,,,Return event for RC-2026-0050,EquipmentRENTAL_LCversion,ER-2026-000050-3,2025-11-21T12:00:00Z,2025-11-21T12:00:00Z,ER-2026-000050
RLE-000051-1,RC-2026-0051,Rent,2025-11-02T12:00:00Z,STF-009,,,,Rent event for RC-2026-0051,EquipmentRENTAL_LCversion,ER-2026-000051-1,2025-11-02T12:00:00Z,2025-11-02T12:00:00Z,ER-2026-000051
RLE-000051-2,RC-2026-0051,Cancel,2025-11-04T12:00:00Z,STF-009,,,No Longer Needed,Cancel event for RC-2026-0051,EquipmentRENTAL_LCversion,ER-2026-000051-2,2025-11-04T12:00:00Z,2025-11-04T12:00:00Z,ER-2026-000051
RLE-000052-1,RC-2026-0052,Rent,2025-11-11T12:00:00Z,STF-013,,,,Rent event for RC-2026-0052,EquipmentRENTAL_LCversion,ER-2026-000052-1,2025-11-11T12:00:00Z,2025-11-11T12:00:00Z,ER-2026-000052
RLE-000052-2,RC-2026-0052,Return Requested,2025-11-23T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0052,EquipmentRENTAL_LCversion,ER-2026-000052-2,2025-11-23T12:00:00Z,2025-11-23T12:00:00Z,ER-2026-000052
RLE-000052-3,RC-2026-0052,Return,2025-11-25T12:00:00Z,STF-013,,,,Return event for RC-2026-0052,EquipmentRENTAL_LCversion,ER-2026-000052-3,2025-11-25T12:00:00Z,2025-11-25T12:00:00Z,ER-2026-000052
RLE-000053-1,RC-2026-0053,Rent,2025-11-20T12:00:00Z,STF-001,,,,Rent event for RC-2026-0053,EquipmentRENTAL_LCversion,ER-2026-000053-1,2025-11-20T12:00:00Z,2025-11-20T12:00:00Z,ER-2026-000053
RLE-000053-2,RC-2026-0053,Return Requested,2025-12-09T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0053,EquipmentRENTAL_LCversion,ER-2026-000053-2,2025-12-09T12:00:00Z,2025-12-09T12:00:00Z,ER-2026-000053
RLE-000053-3,RC-2026-0053,Return,2025-12-11T12:00:00Z,STF-001,,,,Return event for RC-2026-0053,EquipmentRENTAL_LCversion,ER-2026-000053-3,2025-12-11T12:00:00Z,2025-12-11T12:00:00Z,ER-2026-000053
RLE-000054-1,RC-2026-0054,Rent,2025-11-29T12:00:00Z,STF-005,,,,Rent event for RC-2026-0054,EquipmentRENTAL_LCversion,ER-2026-000054-1,2025-11-29T12:00:00Z,2025-11-29T12:00:00Z,ER-2026-000054
RLE-000054-2,RC-2026-0054,Return Requested,2025-12-25T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0054,EquipmentRENTAL_LCversion,ER-2026-000054-2,2025-12-25T12:00:00Z,2025-12-25T12:00:00Z,ER-2026-000054
RLE-000054-3,RC-2026-0054,Return,2025-12-27T12:00:00Z,STF-005,,,,Return event for RC-2026-0054,EquipmentRENTAL_LCversion,ER-2026-000054-3,2025-12-27T12:00:00Z,2025-12-27T12:00:00Z,ER-2026-000054
RLE-000055-1,RC-2026-0055,Rent,2025-12-08T12:00:00Z,STF-009,,,,Rent event for RC-2026-0055,EquipmentRENTAL_LCversion,ER-2026-000055-1,2025-12-08T12:00:00Z,2025-12-08T12:00:00Z,ER-2026-000055
RLE-000055-2,RC-2026-0055,Return Requested,2026-01-10T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0055,EquipmentRENTAL_LCversion,ER-2026-000055-2,2026-01-10T12:00:00Z,2026-01-10T12:00:00Z,ER-2026-000055
RLE-000055-3,RC-2026-0055,Return,2026-01-12T12:00:00Z,STF-009,,,,Return event for RC-2026-0055,EquipmentRENTAL_LCversion,ER-2026-000055-3,2026-01-12T12:00:00Z,2026-01-12T12:00:00Z,ER-2026-000055
RLE-000056-1,RC-2026-0056,Rent,2025-12-17T12:00:00Z,STF-013,,,,Rent event for RC-2026-0056,EquipmentRENTAL_LCversion,ER-2026-000056-1,2025-12-17T12:00:00Z,2025-12-17T12:00:00Z,ER-2026-000056
RLE-000056-2,RC-2026-0056,Extend,2025-12-31T12:00:00Z,STF-013,2025-12-31,2026-01-21,Project Delay,Extend event for RC-2026-0056,EquipmentRENTAL_LCversion,ER-2026-000056-2,2025-12-31T12:00:00Z,2025-12-31T12:00:00Z,ER-2026-000056
RLE-000057-1,RC-2026-0057,Rent,2025-12-26T12:00:00Z,STF-001,,,,Rent event for RC-2026-0057,EquipmentRENTAL_LCversion,ER-2026-000057-1,2025-12-26T12:00:00Z,2025-12-26T12:00:00Z,ER-2026-000057
RLE-000057-2,RC-2026-0057,Return Requested,2026-01-14T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0057,EquipmentRENTAL_LCversion,ER-2026-000057-2,2026-01-14T12:00:00Z,2026-01-14T12:00:00Z,ER-2026-000057
RLE-000057-3,RC-2026-0057,Return,2026-01-16T12:00:00Z,STF-001,,,,Return event for RC-2026-0057,EquipmentRENTAL_LCversion,ER-2026-000057-3,2026-01-16T12:00:00Z,2026-01-16T12:00:00Z,ER-2026-000057
RLE-000058-1,RC-2026-0058,Rent,2026-01-04T12:00:00Z,STF-005,,,,Rent event for RC-2026-0058,EquipmentRENTAL_LCversion,ER-2026-000058-1,2026-01-04T12:00:00Z,2026-01-04T12:00:00Z,ER-2026-000058
RLE-000058-2,RC-2026-0058,Return Requested,2026-01-30T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0058,EquipmentRENTAL_LCversion,ER-2026-000058-2,2026-01-30T12:00:00Z,2026-01-30T12:00:00Z,ER-2026-000058
RLE-000058-3,RC-2026-0058,Return,2026-02-01T12:00:00Z,STF-005,,,,Return event for RC-2026-0058,EquipmentRENTAL_LCversion,ER-2026-000058-3,2026-02-01T12:00:00Z,2026-02-01T12:00:00Z,ER-2026-000058
RLE-000059-1,RC-2026-0059,Rent,2026-01-13T12:00:00Z,STF-009,,,,Rent event for RC-2026-0059,EquipmentRENTAL_LCversion,ER-2026-000059-1,2026-01-13T12:00:00Z,2026-01-13T12:00:00Z,ER-2026-000059
RLE-000059-2,RC-2026-0059,Return Requested,2026-02-15T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0059,EquipmentRENTAL_LCversion,ER-2026-000059-2,2026-02-15T12:00:00Z,2026-02-15T12:00:00Z,ER-2026-000059
RLE-000059-3,RC-2026-0059,Return,2026-02-17T12:00:00Z,STF-009,,,,Return event for RC-2026-0059,EquipmentRENTAL_LCversion,ER-2026-000059-3,2026-02-17T12:00:00Z,2026-02-17T12:00:00Z,ER-2026-000059
RLE-000060-1,RC-2026-0060,Rent,2026-01-22T12:00:00Z,STF-013,,,,Rent event for RC-2026-0060,EquipmentRENTAL_LCversion,ER-2026-000060-1,2026-01-22T12:00:00Z,2026-01-22T12:00:00Z,ER-2026-000060
RLE-000060-2,RC-2026-0060,Return Requested,2026-02-03T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0060,EquipmentRENTAL_LCversion,ER-2026-000060-2,2026-02-03T12:00:00Z,2026-02-03T12:00:00Z,ER-2026-000060
RLE-000060-3,RC-2026-0060,Return,2026-02-05T12:00:00Z,STF-013,,,,Return event for RC-2026-0060,EquipmentRENTAL_LCversion,ER-2026-000060-3,2026-02-05T12:00:00Z,2026-02-05T12:00:00Z,ER-2026-000060
RLE-000061-1,RC-2026-0061,Rent,2026-01-31T12:00:00Z,STF-001,,,,Rent event for RC-2026-0061,EquipmentRENTAL_LCversion,ER-2026-000061-1,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z,ER-2026-000061
RLE-000061-2,RC-2026-0061,Return Requested,2026-02-19T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0061,EquipmentRENTAL_LCversion,ER-2026-000061-2,2026-02-19T12:00:00Z,2026-02-19T12:00:00Z,ER-2026-000061
RLE-000061-3,RC-2026-0061,Return,2026-02-21T12:00:00Z,STF-001,,,,Return event for RC-2026-0061,EquipmentRENTAL_LCversion,ER-2026-000061-3,2026-02-21T12:00:00Z,2026-02-21T12:00:00Z,ER-2026-000061
RLE-000062-1,RC-2026-0062,Rent,2026-02-09T12:00:00Z,STF-005,,,,Rent event for RC-2026-0062,EquipmentRENTAL_LCversion,ER-2026-000062-1,2026-02-09T12:00:00Z,2026-02-09T12:00:00Z,ER-2026-000062
RLE-000062-2,RC-2026-0062,Return Requested,2026-03-07T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0062,EquipmentRENTAL_LCversion,ER-2026-000062-2,2026-03-07T12:00:00Z,2026-03-07T12:00:00Z,ER-2026-000062
RLE-000062-3,RC-2026-0062,Return,2026-03-09T12:00:00Z,STF-005,,,,Return event for RC-2026-0062,EquipmentRENTAL_LCversion,ER-2026-000062-3,2026-03-09T12:00:00Z,2026-03-09T12:00:00Z,ER-2026-000062
RLE-000063-1,RC-2026-0063,Rent,2026-02-18T12:00:00Z,STF-009,,,,Rent event for RC-2026-0063,EquipmentRENTAL_LCversion,ER-2026-000063-1,2026-02-18T12:00:00Z,2026-02-18T12:00:00Z,ER-2026-000063
RLE-000063-2,RC-2026-0063,Extend,2026-03-25T12:00:00Z,STF-009,2026-03-25,2026-04-15,Project Delay,Extend event for RC-2026-0063,EquipmentRENTAL_LCversion,ER-2026-000063-2,2026-03-25T12:00:00Z,2026-03-25T12:00:00Z,ER-2026-000063
RLE-000064-1,RC-2026-0064,Rent,2026-02-27T12:00:00Z,STF-013,,,,Rent event for RC-2026-0064,EquipmentRENTAL_LCversion,ER-2026-000064-1,2026-02-27T12:00:00Z,2026-02-27T12:00:00Z,ER-2026-000064
RLE-000064-2,RC-2026-0064,Return Requested,2026-03-11T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0064,EquipmentRENTAL_LCversion,ER-2026-000064-2,2026-03-11T12:00:00Z,2026-03-11T12:00:00Z,ER-2026-000064
RLE-000064-3,RC-2026-0064,Return,2026-03-13T12:00:00Z,STF-013,,,,Return event for RC-2026-0064,EquipmentRENTAL_LCversion,ER-2026-000064-3,2026-03-13T12:00:00Z,2026-03-13T12:00:00Z,ER-2026-000064
RLE-000065-1,RC-2026-0065,Rent,2026-03-08T12:00:00Z,STF-001,,,,Rent event for RC-2026-0065,EquipmentRENTAL_LCversion,ER-2026-000065-1,2026-03-08T12:00:00Z,2026-03-08T12:00:00Z,ER-2026-000065
RLE-000065-2,RC-2026-0065,Return Requested,2026-03-27T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0065,EquipmentRENTAL_LCversion,ER-2026-000065-2,2026-03-27T12:00:00Z,2026-03-27T12:00:00Z,ER-2026-000065
RLE-000065-3,RC-2026-0065,Return,2026-03-29T12:00:00Z,STF-001,,,,Return event for RC-2026-0065,EquipmentRENTAL_LCversion,ER-2026-000065-3,2026-03-29T12:00:00Z,2026-03-29T12:00:00Z,ER-2026-000065
RLE-000066-1,RC-2026-0066,Rent,2026-03-17T12:00:00Z,STF-005,,,,Rent event for RC-2026-0066,EquipmentRENTAL_LCversion,ER-2026-000066-1,2026-03-17T12:00:00Z,2026-03-17T12:00:00Z,ER-2026-000066
RLE-000066-2,RC-2026-0066,Return Requested,2026-04-12T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0066,EquipmentRENTAL_LCversion,ER-2026-000066-2,2026-04-12T12:00:00Z,2026-04-12T12:00:00Z,ER-2026-000066
RLE-000066-3,RC-2026-0066,Return,2026-04-14T12:00:00Z,STF-005,,,,Return event for RC-2026-0066,EquipmentRENTAL_LCversion,ER-2026-000066-3,2026-04-14T12:00:00Z,2026-04-14T12:00:00Z,ER-2026-000066
RLE-000067-1,RC-2026-0067,Rent,2026-03-26T12:00:00Z,STF-009,,,,Rent event for RC-2026-0067,EquipmentRENTAL_LCversion,ER-2026-000067-1,2026-03-26T12:00:00Z,2026-03-26T12:00:00Z,ER-2026-000067
RLE-000067-2,RC-2026-0067,Return Requested,2026-04-28T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0067,EquipmentRENTAL_LCversion,ER-2026-000067-2,2026-04-28T12:00:00Z,2026-04-28T12:00:00Z,ER-2026-000067
RLE-000067-3,RC-2026-0067,Return,2026-04-30T12:00:00Z,STF-009,,,,Return event for RC-2026-0067,EquipmentRENTAL_LCversion,ER-2026-000067-3,2026-04-30T12:00:00Z,2026-04-30T12:00:00Z,ER-2026-000067
RLE-000068-1,RC-2026-0068,Rent,2026-04-04T12:00:00Z,STF-013,,,,Rent event for RC-2026-0068,EquipmentRENTAL_LCversion,ER-2026-000068-1,2026-04-04T12:00:00Z,2026-04-04T12:00:00Z,ER-2026-000068
RLE-000068-2,RC-2026-0068,Cancel,2026-04-06T12:00:00Z,STF-013,,,No Longer Needed,Cancel event for RC-2026-0068,EquipmentRENTAL_LCversion,ER-2026-000068-2,2026-04-06T12:00:00Z,2026-04-06T12:00:00Z,ER-2026-000068
RLE-000069-1,RC-2026-0069,Rent,2026-04-13T12:00:00Z,STF-001,,,,Rent event for RC-2026-0069,EquipmentRENTAL_LCversion,ER-2026-000069-1,2026-04-13T12:00:00Z,2026-04-13T12:00:00Z,ER-2026-000069
RLE-000069-2,RC-2026-0069,Return Requested,2026-05-02T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0069,EquipmentRENTAL_LCversion,ER-2026-000069-2,2026-05-02T12:00:00Z,2026-05-02T12:00:00Z,ER-2026-000069
RLE-000069-3,RC-2026-0069,Return,2026-05-04T12:00:00Z,STF-001,,,,Return event for RC-2026-0069,EquipmentRENTAL_LCversion,ER-2026-000069-3,2026-05-04T12:00:00Z,2026-05-04T12:00:00Z,ER-2026-000069
RLE-000070-1,RC-2026-0070,Rent,2026-04-22T12:00:00Z,STF-005,,,,Rent event for RC-2026-0070,EquipmentRENTAL_LCversion,ER-2026-000070-1,2026-04-22T12:00:00Z,2026-04-22T12:00:00Z,ER-2026-000070
RLE-000070-2,RC-2026-0070,Extend,2026-05-20T12:00:00Z,STF-005,2026-05-20,2026-06-10,Project Delay,Extend event for RC-2026-0070,EquipmentRENTAL_LCversion,ER-2026-000070-2,2026-05-20T12:00:00Z,2026-05-20T12:00:00Z,ER-2026-000070
RLE-000071-1,RC-2026-0071,Rent,2026-05-01T12:00:00Z,STF-009,,,,Rent event for RC-2026-0071,EquipmentRENTAL_LCversion,ER-2026-000071-1,2026-05-01T12:00:00Z,2026-05-01T12:00:00Z,ER-2026-000071
RLE-000071-2,RC-2026-0071,Return Requested,2026-06-03T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0071,EquipmentRENTAL_LCversion,ER-2026-000071-2,2026-06-03T12:00:00Z,2026-06-03T12:00:00Z,ER-2026-000071
RLE-000071-3,RC-2026-0071,Return,2026-06-05T12:00:00Z,STF-009,,,,Return event for RC-2026-0071,EquipmentRENTAL_LCversion,ER-2026-000071-3,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,ER-2026-000071
RLE-000072-1,RC-2026-0072,Rent,2026-05-10T12:00:00Z,STF-013,,,,Rent event for RC-2026-0072,EquipmentRENTAL_LCversion,ER-2026-000072-1,2026-05-10T12:00:00Z,2026-05-10T12:00:00Z,ER-2026-000072
RLE-000072-2,RC-2026-0072,Return Requested,2026-05-22T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0072,EquipmentRENTAL_LCversion,ER-2026-000072-2,2026-05-22T12:00:00Z,2026-05-22T12:00:00Z,ER-2026-000072
RLE-000072-3,RC-2026-0072,Return,2026-05-24T12:00:00Z,STF-013,,,,Return event for RC-2026-0072,EquipmentRENTAL_LCversion,ER-2026-000072-3,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z,ER-2026-000072
RLE-000073-1,RC-2026-0073,Rent,2026-05-19T12:00:00Z,STF-001,,,,Rent event for RC-2026-0073,EquipmentRENTAL_LCversion,ER-2026-000073-1,2026-05-19T12:00:00Z,2026-05-19T12:00:00Z,ER-2026-000073
RLE-000073-2,RC-2026-0073,Return Requested,2026-06-07T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0073,EquipmentRENTAL_LCversion,ER-2026-000073-2,2026-06-07T12:00:00Z,2026-06-07T12:00:00Z,ER-2026-000073
RLE-000073-3,RC-2026-0073,Return,2026-06-09T12:00:00Z,STF-001,,,,Return event for RC-2026-0073,EquipmentRENTAL_LCversion,ER-2026-000073-3,2026-06-09T12:00:00Z,2026-06-09T12:00:00Z,ER-2026-000073
RLE-000074-1,RC-2026-0074,Rent,2026-05-28T12:00:00Z,STF-005,,,,Rent event for RC-2026-0074,EquipmentRENTAL_LCversion,ER-2026-000074-1,2026-05-28T12:00:00Z,2026-05-28T12:00:00Z,ER-2026-000074
RLE-000074-2,RC-2026-0074,Return Requested,2026-06-23T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0074,EquipmentRENTAL_LCversion,ER-2026-000074-2,2026-06-23T12:00:00Z,2026-06-23T12:00:00Z,ER-2026-000074
RLE-000074-3,RC-2026-0074,Return,2026-06-25T12:00:00Z,STF-005,,,,Return event for RC-2026-0074,EquipmentRENTAL_LCversion,ER-2026-000074-3,2026-06-25T12:00:00Z,2026-06-25T12:00:00Z,ER-2026-000074
RLE-000075-1,RC-2026-0075,Rent,2026-06-06T12:00:00Z,STF-009,,,,Rent event for RC-2026-0075,EquipmentRENTAL_LCversion,ER-2026-000075-1,2026-06-06T12:00:00Z,2026-06-06T12:00:00Z,ER-2026-000075
RLE-000075-2,RC-2026-0075,Return Requested,2026-07-09T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0075,EquipmentRENTAL_LCversion,ER-2026-000075-2,2026-07-09T12:00:00Z,2026-07-09T12:00:00Z,ER-2026-000075
RLE-000075-3,RC-2026-0075,Return,2026-07-11T12:00:00Z,STF-009,,,,Return event for RC-2026-0075,EquipmentRENTAL_LCversion,ER-2026-000075-3,2026-07-11T12:00:00Z,2026-07-11T12:00:00Z,ER-2026-000075
RLE-000076-1,RC-2026-0076,Rent,2026-06-15T12:00:00Z,STF-013,,,,Rent event for RC-2026-0076,EquipmentRENTAL_LCversion,ER-2026-000076-1,2026-06-15T12:00:00Z,2026-06-15T12:00:00Z,ER-2026-000076
RLE-000076-2,RC-2026-0076,Return Requested,2026-06-27T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0076,EquipmentRENTAL_LCversion,ER-2026-000076-2,2026-06-27T12:00:00Z,2026-06-27T12:00:00Z,ER-2026-000076
RLE-000076-3,RC-2026-0076,Return,2026-06-29T12:00:00Z,STF-013,,,,Return event for RC-2026-0076,EquipmentRENTAL_LCversion,ER-2026-000076-3,2026-06-29T12:00:00Z,2026-06-29T12:00:00Z,ER-2026-000076
RLE-000077-1,RC-2026-0077,Rent,2026-06-24T12:00:00Z,STF-001,,,,Rent event for RC-2026-0077,EquipmentRENTAL_LCversion,ER-2026-000077-1,2026-06-24T12:00:00Z,2026-06-24T12:00:00Z,ER-2026-000077
RLE-000077-2,RC-2026-0077,Extend,2026-07-15T12:00:00Z,STF-001,2026-07-15,2026-08-05,Project Delay,Extend event for RC-2026-0077,EquipmentRENTAL_LCversion,ER-2026-000077-2,2026-07-15T12:00:00Z,2026-07-15T12:00:00Z,ER-2026-000077
RLE-000078-1,RC-2026-0078,Rent,2026-07-03T12:00:00Z,STF-005,,,,Rent event for RC-2026-0078,EquipmentRENTAL_LCversion,ER-2026-000078-1,2026-07-03T12:00:00Z,2026-07-03T12:00:00Z,ER-2026-000078
RLE-000078-2,RC-2026-0078,Return Requested,2026-07-29T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0078,EquipmentRENTAL_LCversion,ER-2026-000078-2,2026-07-29T12:00:00Z,2026-07-29T12:00:00Z,ER-2026-000078
