contract_id,rental_request_id,vendor_id,vendor_location_id,department_id,requested_by_staff_id,approved_by_staff_id,delivery_location_id,billing_location_id,contract_number,start_date,end_date,original_end_date,total_estimated_price,actual_total_price,tax_amount,damage_charge_amount,currency_code,billing_frequency,status,uipath_case_id,source_event_id,created_at,updated_at,correlation_id
RC-2026-0076,RR-2026-0076,VND-001,VLOC-01-01,DEP-004,STF-013,STF-014,LOC-PHX-001,LOC-PHX-001,VND-001-CN-2026-0076,2026-06-15,2026-06-29,2026-06-29,2370.00,2370.00,0.00,0.00,USD,Weekly,Closed,CASE-ER-000076,VENDOR-EVT-000076,2026-06-11T12:00:00Z,2026-06-29T12:00:00Z,ER-2026-000076
RC-2026-0077,RR-2026-0077,VND-001,VLOC-01-02,DEP-001,STF-001,STF-002,LOC-CHI-001,LOC-CHI-001,VND-001-CN-2026-0077,2026-06-24,2026-07-15,2026-07-15,4365.00,4365.00,0.00,0.00,USD,Weekly,Closed,CASE-ER-000077,VENDOR-EVT-000077,2026-06-20T12:00:00Z,2026-07-15T12:00:00Z,ER-2026-000077
RC-2026-0078,RR-2026-0078,VND-001,VLOC-01-02,DEP-002,STF-005,STF-006,LOC-DAL-001,LOC-DAL-001,VND-001-CN-2026-0078,2026-07-03,2026-07-31,2026-07-31,2520.00,2520.00,0.00,0.00,USD,Weekly,Returned,,VENDOR-EVT-000078,2026-06-29T12:00:00Z,2026-07-31T12:00:00Z,ER-2026-000078
RC-2026-0079,RR-2026-0079,VND-001,VLOC-01-02,DEP-003,STF-009,STF-010,LOC-ATL-001,LOC-ATL-001,VND-001-CN-2026-0079,2026-07-12,2026-08-16,2026-08-16,4875.00,4875.00,0.00,0.00,USD,Weekly,Active,CASE-ER-000079,VENDOR-EVT-000079,2026-07-08T12:00:00Z,2026-08-09T12:00:00Z,ER-2026-000079
RC-2026-0080,RR-2026-0080,VND-001,VLOC-01-02,DEP-004,STF-013,STF-014,LOC-PHX-001,LOC-PHX-001,VND-001-CN-2026-0080,2026-07-21,2026-08-04,2026-08-04,2370.00,2370.00,0.00,0.00,USD,Weekly,Returned,CASE-ER-000080,VENDOR-EVT-000080,2026-07-17T12:00:00Z,2026-08-04T12:00:00Z,ER-2026-000080
RC-2026-0081,RR-2026-0081,VND-002,VLOC-02-01,DEP-001,STF-001,STF-002,LOC-CHI-001,LOC-CHI-001,VND-002-CN-2026-0081,2026-07-30,2026-08-20,2026-08-20,4365.00,4365.00,0.00,0.00,USD,Weekly,Active,,VENDOR-EVT-000081,2026-07-26T12:00:00Z,2026-08-09T12:00:00Z,ER-2026-000081
RC-2026-0082,RR-2026-0082,VND-002,VLOC-02-01,DEP-002,STF-005,STF-006,LOC-DAL-001,LOC-DAL-001,VND-002-CN-2026-0082,2026-08-08,2026-09-05,2026-09-05,2520.00,2520.00,0.00,0.00,USD,Weekly,Active,CASE-ER-000082,VENDOR-EVT-000082,2026-08-04T12:00:00Z,2026-08-09T12:00:00Z,ER-2026-000082
RC-2026-0083,RR-2026-0083,VND-002,VLOC-02-01,DEP-003,STF-009,STF-010,LOC-ATL-001,LOC-ATL-001,VND-002-CN-2026-0083,2026-08-30,2026-10-04,2026-10-04,4875.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000083,VENDOR-EVT-000083,2026-08-26T12:00:00Z,2026-08-26T12:00:00Z,ER-2026-000083
RC-2026-0085,RR-2026-0085,VND-002,VLOC-02-02,DEP-001,STF-001,STF-002,LOC-CHI-001,LOC-CHI-001,VND-002-CN-2026-0085,2026-10-19,2026-11-09,2026-11-09,4365.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000085,VENDOR-EVT-000085,2026-10-15T12:00:00Z,2026-10-15T12:00:00Z,ER-2026-000085
RC-2026-0086,RR-2026-0086,VND-002,VLOC-02-02,DEP-002,STF-005,STF-006,LOC-DAL-001,LOC-DAL-001,VND-002-CN-2026-0086,2026-11-13,2026-12-11,2026-12-11,2520.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000086,VENDOR-EVT-000086,2026-11-09T12:00:00Z,2026-11-09T12:00:00Z,ER-2026-000086
RC-2026-0088,RR-2026-0088,VND-002,VLOC-02-02,DEP-004,STF-013,STF-014,LOC-PHX-001,LOC-PHX-001,VND-002-CN-2027-0088,2027-01-02,2027-01-16,2027-01-16,2370.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000088,VENDOR-EVT-000088,2026-12-29T12:00:00Z,2026-12-29T12:00:00Z,ER-2026-000088
RC-2026-0089,RR-2026-0089,VND-003,VLOC-03-01,DEP-001,STF-001,STF-002,LOC-CHI-001,LOC-CHI-001,VND-003-CN-2027-0089,2027-01-27,2027-02-17,2027-02-17,4365.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000089,VENDOR-EVT-000089,2027-01-23T12:00:00Z,2027-01-23T12:00:00Z,ER-2026-000089
RC-2026-0091,RR-2026-0091,VND-003,VLOC-03-01,DEP-003,STF-009,STF-010,LOC-ATL-001,LOC-ATL-001,VND-003-CN-2027-0091,2027-03-18,2027-04-22,2027-04-22,4875.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000091,VENDOR-EVT-000091,2027-03-14T12:00:00Z,2027-03-14T12:00:00Z,ER-2026-000091
RC-2026-0092,RR-2026-0092,VND-003,VLOC-03-01,DEP-004,STF-013,STF-014,LOC-PHX-001,LOC-PHX-001,VND-003-CN-2027-0092,2027-04-12,2027-04-26,2027-04-26,2370.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000092,VENDOR-EVT-000092,2027-04-08T12:00:00Z,2027-04-08T12:00:00Z,ER-2026-000092
RC-2026-0094,RR-2026-0094,VND-003,VLOC-03-02,DEP-002,STF-005,STF-006,LOC-DAL-001,LOC-DAL-001,VND-003-CN-2027-0094,2027-06-01,2027-06-29,2027-06-29,2520.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000094,VENDOR-EVT-000094,2027-05-28T12:00:00Z,2027-05-28T12:00:00Z,ER-2026-000094
RC-2026-0095,RR-2026-0095,VND-003,VLOC-03-02,DEP-003,STF-009,STF-010,LOC-ATL-001,LOC-ATL-001,VND-003-CN-2027-0095,2027-06-26,2027-07-31,2027-07-31,4875.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000095,VENDOR-EVT-000095,2027-06-22T12:00:00Z,2027-06-22T12:00:00Z,ER-2026-000095
RC-2026-0097,RR-2026-0097,VND-001,VLOC-01-01,DEP-001,STF-001,STF-002,LOC-CHI-001,LOC-CHI-001,VND-001-CN-2027-0097,2027-08-15,2027-09-05,2027-09-05,4365.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000097,VENDOR-EVT-000097,2027-08-11T12:00:00Z,2027-08-11T12:00:00Z,ER-2026-000097
RC-2026-0098,RR-2026-0098,VND-001,VLOC-01-01,DEP-002,STF-005,STF-006,LOC-DAL-001,LOC-DAL-001,VND-001-CN-2027-0098,2027-09-09,2027-10-07,2027-10-07,2520.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000098,VENDOR-EVT-000098,2027-09-05T12:00:00Z,2027-09-05T12:00:00Z,ER-2026-000098
RC-2026-0100,RR-2026-0100,VND-001,VLOC-01-01,DEP-004,STF-013,STF-014,LOC-PHX-001,LOC-PHX-001,VND-001-CN-2027-0100,2027-10-29,2027-11-12,2027-11-12,2370.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000100,VENDOR-EVT-000100,2027-10-25T12:00:00Z,2027-10-25T12:00:00Z,ER-2026-000100
RC-2026-0101,RR-2026-0101,VND-001,VLOC-01-02,DEP-001,STF-001,STF-002,LOC-CHI-001,LOC-CHI-001,VND-001-CN-2027-0101,2027-11-23,2027-12-14,2027-12-14,4365.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000101,VENDOR-EVT-000101,2027-11-19T12:00:00Z,2027-11-19T12:00:00Z,ER-2026-000101
RC-2026-0103,RR-2026-0103,VND-001,VLOC-01-02,DEP-003,STF-009,STF-010,LOC-ATL-001,LOC-ATL-001,VND-001-CN-2028-0103,2028-01-12,2028-02-16,2028-02-16,4875.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000103,VENDOR-EVT-000103,2028-01-08T12:00:00Z,2028-01-08T12:00:00Z,ER-2026-000103
RC-2026-0104,RR-2026-0104,VND-001,VLOC-01-02,DEP-004,STF-013,STF-014,LOC-PHX-001,LOC-PHX-001,VND-001-CN-2028-0104,2028-02-06,2028-02-20,2028-02-20,2370.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000104,VENDOR-EVT-000104,2028-02-02T12:00:00Z,2028-02-02T12:00:00Z,ER-2026-000104
RC-2026-0106,RR-2026-0106,VND-002,VLOC-02-01,DEP-002,STF-005,STF-006,LOC-DAL-001,LOC-DAL-001,VND-002-CN-2028-0106,2028-03-27,2028-04-24,2028-04-24,2520.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000106,VENDOR-EVT-000106,2028-03-23T12:00:00Z,2028-03-23T12:00:00Z,ER-2026-000106
RC-2026-0107,RR-2026-0107,VND-002,VLOC-02-01,DEP-003,STF-009,STF-010,LOC-ATL-001,LOC-ATL-001,VND-002-CN-2028-0107,2028-04-21,2028-05-26,2028-05-26,4875.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000107,VENDOR-EVT-000107,2028-04-17T12:00:00Z,2028-04-17T12:00:00Z,ER-2026-000107
RC-2026-0109,RR-2026-0109,VND-002,VLOC-02-02,DEP-001,STF-001,STF-002,LOC-CHI-001,LOC-CHI-001,VND-002-CN-2028-0109,2028-06-10,2028-07-01,2028-07-01,4365.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000109,VENDOR-EVT-000109,2028-06-06T12:00:00Z,2028-06-06T12:00:00Z,ER-2026-000109
RC-2026-0110,RR-2026-0110,VND-002,VLOC-02-02,DEP-002,STF-005,STF-006,LOC-DAL-001,LOC-DAL-001,VND-002-CN-2028-0110,2028-07-05,2028-08-02,2028-08-02,2520.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000110,VENDOR-EVT-000110,2028-07-01T12:00:00Z,2028-07-01T12:00:00Z,ER-2026-000110
RC-2026-0112,RR-2026-0112,VND-002,VLOC-02-02,DEP-004,STF-013,STF-014,LOC-PHX-001,LOC-PHX-001,VND-002-CN-2028-0112,2028-08-24,2028-09-07,2028-09-07,2370.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000112,VENDOR-EVT-000112,2028-08-20T12:00:00Z,2028-08-20T12:00:00Z,ER-2026-000112
RC-2026-0113,RR-2026-0113,VND-003,VLOC-03-01,DEP-001,STF-001,STF-002,LOC-CHI-001,LOC-CHI-001,VND-003-CN-2028-0113,2028-09-18,2028-10-09,2028-10-09,4365.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000113,VENDOR-EVT-000113,2028-09-14T12:00:00Z,2028-09-14T12:00:00Z,ER-2026-000113
RC-2026-0115,RR-2026-0115,VND-003,VLOC-03-01,DEP-003,STF-009,STF-010,LOC-ATL-001,LOC-ATL-001,VND-003-CN-2028-0115,2028-11-07,2028-12-12,2028-12-12,4875.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000115,VENDOR-EVT-000115,2028-11-03T12:00:00Z,2028-11-03T12:00:00Z,ER-2026-000115
RC-2026-0116,RR-2026-0116,VND-003,VLOC-03-01,DEP-004,STF-013,STF-014,LOC-PHX-001,LOC-PHX-001,VND-003-CN-2028-0116,2028-12-02,2028-12-16,2028-12-16,2370.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000116,VENDOR-EVT-000116,2028-11-28T12:00:00Z,2028-11-28T12:00:00Z,ER-2026-000116
RC-2026-0118,RR-2026-0118,VND-003,VLOC-03-02,DEP-002,STF-005,STF-006,LOC-DAL-001,LOC-DAL-001,VND-003-CN-2029-0118,2029-01-21,2029-02-18,2029-02-18,2520.00,,0.00,0.00,USD,Weekly,Draft,CASE-ER-000118,VENDOR-EVT-000118,2029-01-17T12:00:00Z,2029-01-17T12:00:00Z,ER-2026-000118
